donor,MAE,RMSE,MAPE,shape_MSE,SARIMA_RMSE,improvement_pct
QAT,121.22027123080488,152.45509673527707,2.783055278407466,0.0010499423414514267,286.19870650076246,46.73103222607649
EGY,946.4738108317357,1048.0907244490409,5.7421268109283865,0.0027766950674059693,505.52449107628684,-107.32738827699593
RUS,1645.1161675379979,2186.946061975524,1.8586366954205296,0.0004607117978881374,4504.2538921072555,51.4470961371054
CMR,13.50520622835595,16.74700406294494,2.4261099290739963,0.0008354594382479714,35.02177869644508,52.18117215547119
ZAF,715.4316100987311,830.1007914908432,3.5202873072186622,0.0014819011786691713,1156.899222961546,28.24778727347846
